"Season","Team","W","L","SV","G","GS","IP","R","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR"
"1992","Twins","90","72","50","485","162","1453.0","653","5.72","2.97","0.75",".281","72.2 %","","","3.72","3.66","","19.8"
"1988","Tigers","88","74","36","382","162","1445.2","658","5.54","3.09","0.93",".267","73.3 %","","","3.72","3.98","","14.4"
"1974","Red Sox","84","78","18","301","162","1455.1","661","4.64","2.86","0.78",".279","72.8 %","","","3.72","3.69","","18.7"
"1987","Dodgers","73","89","32","442","162","1455.0","675","6.79","3.49","0.80",".291","73.0 %","","","3.72","3.75","","18.0"
"1969","Royals","69","93","25","412","163","1464.2","688","5.49","3.44","0.84",".265","71.6 %","","","3.72","3.69","","15.7"
"1946","Pirates","63","91","6","336","155","1370.0","668","3.01","3.55","0.33",".279","68.5 %","","","3.72","3.42","","16.6"
"1955","Red Sox","84","70","34","341","154","1384.1","652","4.38","3.78","0.83",".263","73.2 %","","","3.72","3.92","","18.9"
"1941","Cubs","70","84","9","300","155","1364.2","670","3.61","2.96","0.40",".283","67.8 %","","","3.72","3.46","","16.3"
"1976","Twins","85","77","23","383","162","1459.0","704","4.70","3.76","0.55",".281","70.2 %","","","3.72","3.71","","10.8"
"1990","Red Sox","88","74","44","485","162","1442.0","664","6.22","3.24","0.57",".298","71.4 %","","","3.72","3.43","","23.6"
"1993","White Sox","94","68","48","484","162","1454.0","664","6.03","3.50","0.77",".285","73.3 %","","","3.72","4.02","","19.3"
"2007","Padres","89","74","45","648","163","1484.2","666","6.89","2.87","0.72",".287","71.7 %","45.8 %","7.4 %","3.72","3.81","4.13","22.7"
"1990","Mariners","77","85","41","473","162","1443.1","680","6.63","3.78","0.75",".277","71.5 %","","","3.72","3.76","","19.5"
"1996","Padres","91","71","47","573","162","1489.0","682","7.22","3.06","0.83",".285","72.1 %","","","3.72","3.88","","20.7"
"2005","Twins","83","79","44","558","162","1464.1","662","5.93","2.14","1.04",".283","73.6 %","45.1 %","10.3 %","3.72","4.00","4.04","19.0"
"1992","Athletics","96","66","58","562","162","1447.0","672","5.24","3.74","0.80",".276","73.5 %","","","3.73","4.11","","10.1"
"2003","Giants","100","61","43","622","161","1437.1","638","6.30","3.42","0.85",".278","74.4 %","43.5 %","8.9 %","3.73","4.09","4.40","15.7"
"1956","White Sox","85","69","13","350","154","1389.0","634","4.68","3.40","0.76",".271","73.0 %","","","3.73","3.62","","20.0"
"1969","Athletics","88","74","36","438","162","1480.2","678","5.39","3.56","0.99",".261","74.3 %","","","3.73","4.01","","7.2"
"1973","Expos","79","83","38","434","162","1451.2","702","5.37","4.22","0.79",".269","72.3 %","","","3.73","3.99","","10.6"
"1933","Dodgers","65","88","10","290","157","1386.1","692","2.69","2.43","0.33",".283","66.4 %","","","3.73","3.57","","11.7"
"1981","Padres","41","69","23","349","110","1002.0","455","4.42","3.72","0.57",".287","73.0 %","","","3.73","3.74","","4.2"
"1981","Reds","66","42","20","290","108","965.2","440","5.53","3.66","0.62",".265","70.5 %","","","3.73","3.53","","8.5"
"2010","Mets","79","83","36","653","162","1453.0","652","6.85","3.38","0.84",".296","74.9 %","44.8 %","8.4 %","3.73","4.00","4.14","12.7"
"1958","Indians","77","76","20","374","153","1373.1","635","5.02","3.96","0.81",".265","73.5 %","","","3.73","3.90","","10.6"
"1967","Mets","61","101","19","439","162","1433.2","672","5.61","3.36","0.78",".276","71.7 %","","","3.73","3.60","","7.3"
"1958","Redlegs","76","78","20","373","154","1385.1","621","4.58","2.72","0.96",".279","75.1 %","","","3.73","3.81","","18.3"
"1983","Giants","79","83","47","438","162","1445.2","697","5.48","3.24","0.79",".281","71.2 %","","","3.73","3.82","","11.7"
"1980","Brewers","86","76","30","393","162","1450.1","682","3.57","2.61","0.85",".279","72.5 %","","","3.73","4.11","","10.2"
"1962","White Sox","85","77","28","427","162","1451.2","658","5.09","3.33","0.76",".270","72.5 %","","","3.73","3.74","","18.0"
"2015","Giants","84","78","41","719","162","1444.1","627","7.26","2.69","0.97",".283","74.5 %","46.0 %","10.8 %","3.73","3.92","3.99","9.7"
"2011","Yankees","97","65","47","627","162","1458.1","657","7.54","3.13","0.94",".297","75.0 %","44.2 %","9.9 %","3.73","3.87","3.84","21.0"
"1975","Expos","75","87","25","433","162","1480.0","690","5.05","4.04","0.62",".281","72.7 %","","","3.73","3.78","","11.9"
"1979","Cardinals","86","76","25","438","163","1486.2","693","4.77","3.03","0.77",".274","71.2 %","","","3.74","3.83","","12.1"
"1928","Yankees","101","53","21","266","154","1375.1","685","3.19","2.96","0.39",".273","67.5 %","","","3.74","3.78","","12.8"
"1926","White Sox","81","72","12","255","155","1380.0","665","2.99","3.30","0.31",".280","68.1 %","","","3.74","3.82","","14.9"
"1992","Astros","81","81","45","584","162","1459.1","668","6.03","3.32","0.70",".280","71.8 %","","","3.74","3.64","","8.0"
"2015","Royals","95","67","56","655","162","1452.0","641","7.19","3.03","0.96",".286","75.0 %","42.8 %","9.9 %","3.74","4.04","4.25","13.3"
"2013","Rays","92","71","42","648","163","1464.0","646","8.05","2.96","0.94",".284","73.6 %","44.6 %","10.6 %","3.74","3.71","3.71","16.8"
"1975","Giants","80","81","24","420","161","1432.2","671","5.38","3.84","0.58",".285","71.9 %","","","3.74","3.59","","13.0"
"1946","Senators","76","78","10","312","155","1396.1","706","3.46","3.53","0.52",".281","69.2 %","","","3.74","3.61","","8.1"
"1940","White Sox","82","72","18","246","155","1386.2","672","3.73","3.12","0.72",".258","69.1 %","","","3.74","4.12","","16.3"
"1990","Dodgers","86","76","29","501","162","1442.0","685","6.37","2.98","0.86",".278","70.6 %","","","3.74","3.68","","14.1"
"1967","Pirates","81","81","35","446","163","1458.1","693","5.06","3.46","0.67",".283","71.2 %","","","3.74","3.60","","6.9"
"2015","Rays","80","82","60","692","162","1453.1","642","8.39","2.95","1.08",".284","75.1 %","41.8 %","11.2 %","3.74","3.91","3.94","14.9"
"1956","Pirates","66","88","24","423","157","1376.1","653","4.33","3.07","0.93",".275","73.2 %","","","3.74","3.81","","12.8"
"1950","Indians","92","62","16","339","155","1378.2","654","4.40","4.22","0.78",".260","72.8 %","","","3.74","4.18","","12.7"
"1973","Pirates","80","82","44","446","162","1450.2","693","5.21","3.50","0.68",".281","71.3 %","","","3.74","3.64","","12.6"
"1961","Cardinals","80","74","24","339","155","1368.2","668","5.41","3.75","0.89",".276","72.5 %","","","3.74","3.97","","17.8"
"1989","Reds","75","87","37","501","162","1464.1","691","6.03","3.44","0.77",".280","71.7 %","","","3.74","3.75","","15.9"
"1923","Robins","76","78","5","247","155","1396.2","748","3.53","3.07","0.35",".289","65.4 %","","","3.74","3.77","","16.0"
"1987","Blue Jays","96","66","43","498","162","1454.0","655","6.59","3.51","0.98",".271","74.3 %","","","3.74","4.04","","21.1"
"1932","Pirates","86","68","12","280","154","1377.0","711","2.46","2.21","0.56",".273","65.4 %","","","3.75","4.06","","12.2"
"1951","Braves","76","78","12","319","155","1389.0","662","3.91","3.86","0.62",".273","71.8 %","","","3.75","3.86","","13.5"
"2004","Cardinals","105","57","57","631","162","1453.2","659","6.45","2.72","1.05",".276","74.4 %","48.0 %","11.9 %","3.75","4.17","4.06","16.4"
"1977","Orioles","97","64","23","330","161","1451.0","653","4.57","3.06","0.77",".275","72.8 %","","","3.75","3.92","","15.2"
"1959","Indians","89","65","23","344","154","1383.2","646","5.20","4.13","0.96",".250","73.9 %","","","3.75","4.21","","8.4"
"1971","Braves","82","80","31","386","162","1474.2","699","5.02","2.96","0.93",".286","73.4 %","","","3.75","3.72","","13.0"
"2014","Yankees","84","78","48","637","162","1453.0","664","8.49","2.47","1.02",".298","73.3 %","43.7 %","11.3 %","3.75","3.67","3.43","19.9"
"2004","Braves","96","66","48","645","162","1450.0","668","6.36","3.25","0.96",".294","75.0 %","47.1 %","10.7 %","3.75","4.15","4.18","16.1"
"1948","Yankees","94","60","24","316","154","1365.2","633","4.31","4.22","0.62",".266","72.5 %","","","3.75","4.05","","14.2"
"1964","Indians","79","83","37","441","164","1487.2","693","7.03","3.42","0.93",".289","73.9 %","","","3.75","3.59","","17.0"
"1962","Reds","98","64","35","384","162","1460.2","685","5.94","3.49","0.92",".277","73.6 %","","","3.75","3.89","","15.6"
"1966","Astros","72","90","26","424","163","1443.2","695","5.79","2.44","0.81",".288","70.0 %","","","3.75","3.32","","15.3"
"2002","Red Sox","93","69","51","500","162","1446.0","665","7.20","2.68","0.91",".282","72.1 %","45.2 %","9.7 %","3.75","3.74","3.87","22.6"
"1984","Cubs","96","65","50","432","161","1434.0","658","5.52","2.77","0.62",".295","70.9 %","","","3.75","3.41","","21.2"
"1948","Dodgers","84","70","22","366","155","1392.2","667","4.33","4.09","0.77",".264","72.4 %","","","3.75","4.24","","12.4"
"1934","Cubs","86","65","9","281","152","1361.1","639","4.18","2.76","0.53",".288","70.0 %","","","3.76","3.92","","15.2"
"1934","Yankees","94","60","10","265","154","1382.2","669","4.27","3.53","0.46",".274","68.4 %","","","3.76","4.04","","15.0"
"1977","Angels","74","88","26","347","162","1437.2","695","6.04","3.58","0.85",".282","72.2 %","","","3.76","3.92","","14.7"
"1977","Giants","75","87","33","474","162","1459.0","711","5.27","3.26","0.70",".292","70.9 %","","","3.76","3.73","","15.0"
"1942","Braves","58","89","8","312","150","1334.0","645","2.79","3.49","0.55",".264","69.8 %","","","3.76","3.83","","5.3"
"2003","Mariners","93","69","38","528","162","1441.0","637","6.25","2.91","1.08",".269","75.6 %","39.2 %","9.9 %","3.76","4.29","4.49","16.1"
"1986","Dodgers","73","89","25","442","162","1454.1","679","6.50","3.09","0.71",".291","71.1 %","","","3.76","3.44","","17.5"
"1960","Braves","88","66","28","336","154","1387.1","658","5.24","3.36","0.84",".269","72.0 %","","","3.76","3.78","","6.6"
"1945","Pirates","82","72","16","297","155","1387.1","681","3.36","2.95","0.40",".287","68.1 %","","","3.76","3.39","","21.4"
"2012","Mariners","75","87","43","613","162","1456.2","651","7.20","2.77","1.03",".282","74.2 %","42.9 %","10.6 %","3.76","4.00","4.09","14.8"
"1970","Cubs","84","78","25","367","162","1435.0","679","6.27","2.98","0.90",".283","71.9 %","","","3.76","3.59","","27.1"
"1931","Senators","92","62","24","301","156","1394.1","691","3.76","3.21","0.47",".281","68.1 %","","","3.76","4.06","","14.4"
"1974","Brewers","76","86","24","351","162","1457.2","660","3.83","3.04","0.78",".275","73.4 %","","","3.77","3.92","","9.9"
"1972","Astros","84","69","31","398","153","1385.1","636","6.31","3.24","0.74",".287","72.2 %","","","3.77","3.23","","12.8"
"2012","Tigers","88","74","40","582","162","1430.2","670","8.29","2.76","0.95",".307","72.7 %","43.4 %","10.5 %","3.77","3.63","3.74","23.7"
"1980","Braves","81","80","37","450","161","1428.0","660","4.39","2.86","0.83",".268","71.9 %","","","3.77","3.98","","13.3"
"1965","Cardinals","80","81","35","423","162","1461.1","674","5.64","2.88","1.02",".273","73.9 %","","","3.77","3.78","","13.8"
"1973","Twins","81","81","34","352","162","1451.2","692","5.45","3.22","0.71",".285","71.1 %","","","3.77","3.53","","22.7"
"1926","Giants","74","77","15","286","151","1341.2","664","2.81","2.86","0.47",".273","67.0 %","","","3.77","3.96","","9.1"
"1955","Giants","80","74","14","400","154","1386.2","673","4.68","3.63","1.01",".266","73.8 %","","","3.77","4.09","","12.9"
"1949","Tigers","87","67","12","307","155","1393.2","655","4.07","4.06","0.66",".268","72.2 %","","","3.77","3.95","","19.4"
"1998","Mets","88","74","46","561","162","1458.0","645","6.97","3.28","0.94",".287","75.6 %","","","3.77","4.18","","14.6"
"1953","Phillies","83","71","15","321","156","1369.2","666","4.19","2.69","0.91",".275","71.4 %","","","3.77","3.93","","18.1"
"1960","Senators","73","81","35","412","154","1405.1","696","4.96","3.45","0.83",".276","71.2 %","","","3.77","3.85","","17.2"
"1999","Diamondbacks","100","62","42","544","162","1467.1","676","7.35","3.33","1.08",".284","75.2 %","","","3.77","4.27","","21.7"
"1961","Giants","85","69","30","390","155","1388.0","655","5.99","3.26","0.99",".270","72.8 %","","","3.77","3.82","","12.4"
"2005","Mets","83","79","38","554","162","1435.2","648","6.34","3.08","0.85",".283","73.7 %","44.2 %","8.8 %","3.77","3.98","4.23","17.4"
"1956","Giants","67","87","28","417","154","1378.0","650","5.00","3.60","0.94",".260","73.1 %","","","3.78","3.88","","13.2"
"1957","Cardinals","87","67","29","383","154","1413.1","666","4.95","3.22","0.89",".273","72.7 %","","","3.78","3.78","","16.1"
"1972","Padres","58","95","19","423","153","1403.2","665","6.16","3.96","0.78",".282","73.0 %","","","3.78","3.56","","5.7"
"1996","Expos","88","74","43","595","162","1441.1","668","7.53","3.01","0.95",".284","72.9 %","","","3.78","3.99","","17.6"
"1952","Braves","64","89","13","330","155","1396.0","651","4.43","3.38","0.68",".276","72.0 %","","","3.78","3.59","","12.2"
"1965","Cubs","72","90","35","456","164","1472.0","723","5.23","2.94","0.94",".277","71.2 %","","","3.78","3.75","","10.2"
"1977","Mets","64","98","28","410","162","1433.2","663","5.72","3.08","0.74",".279","71.3 %","","","3.78","3.63","","17.6"
"1994","Reds","66","48","27","376","115","1038.1","490","6.93","2.94","1.01",".294","73.7 %","","","3.78","4.11","","13.3"
"1970","Royals","65","97","25","430","162","1463.2","705","5.63","3.94","0.85",".267","72.0 %","","","3.78","4.00","","13.5"
"2010","Rays","96","66","51","653","162","1453.2","649","7.36","2.96","1.08",".278","75.2 %","41.3 %","9.9 %","3.78","4.09","4.00","15.1"
"1935","Giants","91","62","11","290","156","1403.2","678","3.36","2.64","0.68",".269","69.3 %","","","3.78","4.23","","8.4"
"1973","Astros","82","80","26","430","162","1460.2","672","5.59","3.54","0.68",".277","71.9 %","","","3.78","3.55","","14.6"
"1961","Reds","93","61","40","364","154","1370.0","653","5.45","3.28","0.97",".267","72.5 %","","","3.78","3.92","","15.0"
"2013","Mets","74","88","40","697","162","1476.2","684","7.37","2.79","0.93",".295","72.9 %","44.5 %","10.0 %","3.78","3.79","3.86","16.1"
"2011","Cardinals","90","72","47","630","162","1462.0","692","6.76","2.76","0.84",".296","71.6 %","47.7 %","9.3 %","3.79","3.75","3.79","13.7"
"1943","Blue Jays","64","90","14","297","157","1392.2","676","2.79","2.91","0.38",".274","67.5 %","","","3.79","3.36","","12.0"
"1986","Expos","78","83","50","487","161","1466.1","688","6.45","3.47","0.73",".277","70.8 %","","","3.79","3.62","","15.7"
"1932","Reds","60","94","6","267","155","1394.2","710","2.32","1.78","0.45",".278","64.0 %","","","3.79","3.78","","15.1"
"2011","Rangers","96","66","38","579","162","1441.1","677","7.36","2.88","1.06",".278","72.5 %","42.6 %","10.7 %","3.79","3.98","3.83","17.9"
"1940","Giants","72","80","18","318","152","1360.1","660","4.01","3.13","0.73",".275","70.6 %","","","3.79","4.08","","12.3"
"2014","Marlins","77","85","42","649","162","1457.2","674","7.35","2.83","0.70",".310","71.9 %","46.9 %","8.0 %","3.79","3.56","3.75","13.2"
"1991","Mariners","83","79","48","545","162","1464.1","674","6.16","3.86","0.84",".281","74.2 %","","","3.79","4.08","","14.3"
"1963","Indians","79","83","25","419","162","1469.0","702","6.24","2.93","1.08",".270","72.4 %","","","3.79","3.68","","12.8"
"2016","Blue Jays","89","73","43","649","162","1459.1","666","8.10","2.84","1.13",".282","74.5 %","46.6 %","13.0 %","3.79","4.04","4.02","19.2"
"1962","Giants","103","62","39","381","165","1461.2","690","5.46","3.10","0.91",".270","71.9 %","","","3.79","3.81","","13.0"
"1992","Orioles","89","73","48","451","162","1464.0","656","5.20","3.18","0.76",".277","73.2 %","","","3.79","3.86","","17.4"
"1959","Dodgers","88","68","26","397","156","1411.2","670","6.87","3.91","1.00",".277","74.5 %","","","3.79","3.88","","16.7"
"2013","Red Sox","97","65","33","612","162","1454.0","656","8.01","3.24","0.97",".294","74.5 %","42.9 %","10.2 %","3.79","3.84","3.89","16.0"
"1955","Tigers","79","75","12","339","154","1380.1","658","4.10","3.37","0.82",".271","72.5 %","","","3.79","3.84","","15.1"
"1957","Phillies","77","77","23","365","156","1401.2","656","5.51","2.65","0.89",".274","71.2 %","","","3.79","3.45","","19.7"
"1989","Brewers","81","81","45","453","162","1432.1","679","5.10","2.87","0.81",".285","71.8 %","","","3.80","3.82","","12.7"
"1985","Tigers","84","77","40","411","161","1456.0","688","5.83","3.44","0.87",".262","71.1 %","","","3.80","3.84","","19.0"
"1984","Yankees","87","75","43","449","162","1465.1","679","6.09","3.18","0.74",".296","72.5 %","","","3.80","3.58","","21.6"
"1970","Senators","70","92","40","478","162","1457.2","689","5.08","3.77","0.86",".268","72.8 %","","","3.80","4.06","","9.3"
"2011","Diamondbacks","94","68","58","625","162","1443.1","662","6.60","2.76","0.99",".286","73.9 %","41.9 %","9.5 %","3.80","4.02","4.05","13.8"
"1973","Giants","88","74","44","414","162","1452.1","702","4.88","3.01","0.90",".272","71.6 %","","","3.80","3.84","","13.1"
"1945","Red Sox","71","83","13","292","157","1390.2","674","3.17","4.25","0.38",".275","70.2 %","","","3.80","3.85","","9.7"
"1991","White Sox","87","75","40","500","162","1478.0","681","5.62","3.66","0.94",".256","72.9 %","","","3.80","4.24","","10.9"
"1939","Cubs","84","70","13","292","156","1392.1","678","3.77","2.78","0.48",".290","68.9 %","","","3.80","3.79","","18.4"
"1988","Blue Jays","87","75","47","456","162","1449.0","680","5.61","3.28","0.89",".278","73.2 %","","","3.80","4.02","","10.8"
"1949","Dodgers","97","57","17","349","156","1408.2","651","4.75","3.72","0.84",".264","73.0 %","","","3.80","3.97","","15.8"
